index,GDP_trend,debt,bank_rate,inflation
0,-0.406112559945803,120.85695953000284,7.0,0.48828125
1,2.19367739685747,117.02434671193573,6.0,-0.4859086491739504
2,0.190602455193911,117.1836181025919,8.0,-3.61328125
3,-1.50567286199585,120.01811880725636,2.5,-8.40932117527862
4,0.603826642141669,112.78998410193623,2.5,-0.22123893805310502
5,0.299151166244548,110.58313635623136,6.0,9.86696230598669
6,0.502107693463038,104.77449794659613,3.0,2.7245206861755946
7,-0.46342260554848,103.05581516494128,3.0,-2.16110019646365
8,-0.139799134798757,97.48393482992363,7.0,-3.212851405622473
9,-0.716031040790099,93.01148309255913,6.0,-3.319502074688799
10,1.42788081003768,88.8123065806663,7.0,2.1459227467811104
11,-0.119047062359101,85.46159897876841,3.5,7.4579831932773
12,-3.76026877423321,86.00439420093171,2.0,5.2785923753665855
13,-3.00417798169156,85.93796675318748,3.0,-3.528319405756747
14,-3.62094386683544,83.75172243075991,3.0,-6.159769008662181
15,1.8747019529254,77.9187575911514,2.5,0.42164441321151
16,4.35016057679344,71.74096337334815,3.0,2.799160251924434
17,2.06123118978212,67.11373460674517,5.0,4.220558202859095
18,0.598321150691916,63.486831986311344,5.5,0.7838014369693127
19,2.62410076217882,63.47439331926316,6.0,-4.536616979909269
20,1.63736565462357,64.89512294045612,4.0,-1.4935505770536395
21,0.514936476529293,65.75987821735535,2.0,0.20675396278429048
22,-0.604371088273936,66.60966502218042,4.0,-0.0687757909215776
23,-1.41167828536623,68.51003855592292,5.0,-3.0282174810736393
24,-5.24511727548926,70.9396329456711,3.0,-4.471256210078067
25,0.70030944214352,66.15693537728387,3.0,2.0059435364041605
26,1.0731047934108,64.39800019355094,5.0,-1.2381646030590048
27,1.18538623440187,61.88801637093431,5.0,0.14749262536874141
28,2.7942298920939,61.16238962420318,3.0,0.0
29,0.384632444935206,62.62024742777239,5.0,-3.441860465116278
30,-2.04266879717316,64.0464375948266,4.0,-3.46820809248554
